"","Date_Date","Sheet.Name","Daily_New_Cases","Cases_White","Cases_Black","Deaths_White","Deaths_Black","cases_per_pop","cases_per_pop_white","cases_per_pop_black","cases_per_pop_latinx","cases_per_pop_asian","cases_per_pop_aian","cases_per_pop_hnpi","cases_per_pop_multi","cases_per_pop_other","cases_per_pop_hispanic","cases_per_pop_nonhispanic","deaths_per_pop","deaths_per_pop_white","deaths_per_pop_black","deaths_per_pop_latinx","deaths_per_pop_asian","deaths_per_pop_aian","deaths_per_pop_hnpi","deaths_per_pop_multi","deaths_per_pop_other","deaths_per_pop_hispanic","deaths_per_pop_nonhispanic","case_fatality","case_fatality_white","case_fatality_black","case_fatality_latinx","case_fatality_asian","case_fatality_aian","case_fatality_hnpi","case_fatality_multi","case_fatality_other","case_fatality_hispanic","case_fatality_nonhispanic"
"126",2020-07-21,"MIWayneCounty",89,4352,2859,724,331,1106.04144704015,541.593294796249,1887.10380060989,NA,402.01221085218,759.013282732448,3040.54054054054,NA,25906.9256137779,NA,NA,110.216771949048,90.0996198144495,218.478963974073,NA,23.6477771089518,0,0,NA,1355.80798827409,NA,NA,9.96,16.6360294117647,11.577474641483,NA,5.88235294117647,0,0,NA,5.23338048090523,NA,NA
"127",2020-07-22,"MIWayneCounty",79,4384,2869,725,331,1113.32774409787,545.575598434457,1893.70437353962,NA,402.01221085218,759.013282732448,3040.54054054054,NA,26016.8559912056,NA,NA,110.309003557373,90.2240668031435,218.478963974073,NA,23.6477771089518,0,0,NA,1355.80798827409,NA,NA,9.91,16.5374087591241,11.5371209480655,NA,5.88235294117647,0,0,NA,5.2112676056338,NA,NA
"128",2020-07-23,"MIWayneCounty",76,4424,2885,726,331,1120.33734633061,550.553477982217,1904.26529022719,NA,404.162008771176,759.013282732448,3040.54054054054,NA,26310.0036643459,NA,NA,110.401235165699,90.3485137918375,218.478963974073,NA,23.6477771089518,0,0,NA,1355.80798827409,NA,NA,9.85,16.4104882459313,11.473136915078,NA,5.85106382978723,0,0,NA,5.15320334261838,NA,NA
"129",2020-07-24,"MIWayneCounty",87,4463,2890,726,331,1128.36149625494,555.406910541282,1907.56557669206,NA,406.311806690171,759.013282732448,3040.54054054054,NA,26603.1513374863,NA,NA,110.401235165699,90.3485137918375,218.478963974073,NA,23.6477771089518,0,0,NA,1355.80798827409,NA,NA,9.78,16.2670849204571,11.4532871972318,NA,5.82010582010582,0,0,NA,5.09641873278237,NA,NA
"130",2020-07-25,"MIWayneCounty",31,4477,2894,728,333,1131.22067611303,557.149168382998,1910.20580586395,NA,406.311806690171,759.013282732448,3040.54054054054,NA,26603.1513374863,NA,NA,110.770161599001,90.5974077692255,219.799078560019,NA,23.6477771089518,0,0,NA,1355.80798827409,NA,NA,9.79,16.2608889881617,11.5065653075328,NA,5.82010582010582,0,0,NA,5.09641873278237,NA,NA
"131",2020-07-26,"MIWayneCounty",189,4534,2905,728,333,1148.65245008656,564.242646738556,1917.46643608665,NA,410.611402528162,759.013282732448,3040.54054054054,NA,27226.0901429095,NA,NA,110.770161599001,90.5974077692255,219.799078560019,NA,23.6477771089518,0,0,NA,1355.80798827409,NA,NA,9.64,16.0564622849581,11.4629948364888,NA,5.75916230366492,0,0,NA,4.97981157469717,NA,NA
"132",2020-07-27,"MIWayneCounty",42,4552,2912,728,333,1152.52617763623,566.482692535047,1922.08683713746,NA,410.611402528162,759.013282732448,3040.54054054054,NA,27372.6639794797,NA,NA,110.862393207327,90.5974077692255,219.799078560019,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.62,15.9929701230228,11.4354395604396,NA,5.75916230366492,0,0,NA,5.08701472556894,NA,NA
"133",2020-07-28,"MIWayneCounty",129,4599,2925,731,333,1164.42405511023,572.331701003665,1930.66758194611,NA,421.36039212314,759.013282732448,3040.54054054054,NA,27665.81165262,NA,NA,111.139088032303,90.9707487353075,219.799078560019,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.54,15.8947597303762,11.3846153846154,NA,5.61224489795918,0,0,NA,5.03311258278146,NA,NA
"134",2020-07-29,"MIWayneCounty",240,4650,2947,732,333,1186.55964110837,578.678497427058,1945.18884239152,NA,421.36039212314,759.013282732448,3040.54054054054,NA,28032.2462440454,NA,NA,111.323551248954,91.0951957240015,219.799078560019,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.38,15.741935483871,11.2996267390567,NA,5.61224489795918,0,0,NA,4.96732026143791,NA,NA
"135",2020-07-30,"MIWayneCounty",115,4693,2963,733,334,1197.16627606581,584.0297179409,1955.74975907909,NA,421.36039212314,759.013282732448,3040.54054054054,NA,28435.3242946134,NA,NA,111.508014465605,91.2196427126955,220.459135852992,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.31,15.6190070317494,11.2723590955113,NA,5.61224489795918,0,0,NA,4.89690721649485,NA,NA
"136",2020-07-31,"MIWayneCounty",114,4730,2969,733,334,1207.68067941492,588.634256522578,1959.71010283693,NA,425.659987961132,834.914611005693,3040.54054054054,NA,28691.8285086112,NA,NA,111.508014465605,91.2196427126955,220.459135852992,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.23,15.4968287526427,11.2495789828225,NA,5.55555555555556,0,0,NA,4.85312899106003,NA,NA
"137",2020-08-01,"MIWayneCounty",89,4765,2978,737,334,1215.88929255589,592.989901126867,1965.65061847368,NA,425.659987961132,834.914611005693,3040.54054054054,NA,29094.9065591792,NA,NA,111.876940898908,91.7174306674714,220.459135852992,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.2,15.4669464847849,11.2155809267965,NA,5.55555555555556,0,0,NA,4.78589420654912,NA,NA
"138",2020-08-02,"MIWayneCounty",60,4783,2980,737,334,1221.42318905543,595.229946923359,1966.97073305963,NA,427.809785880127,834.914611005693,3040.54054054054,NA,29351.410773177,NA,NA,111.876940898908,91.7174306674714,220.459135852992,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.16,15.4087392849676,11.2080536912752,NA,5.52763819095477,0,0,NA,4.74406991260924,NA,NA
"139",2020-08-03,"MIWayneCounty",85,4814,2984,737,335,1229.2628757631,599.087803572873,1969.61096223152,NA,427.809785880127,834.914611005693,3040.54054054054,NA,29461.3411506046,NA,NA,111.969172507233,91.7174306674714,221.119193145965,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.11,15.3095139177399,11.2265415549598,NA,5.52763819095477,0,0,NA,4.72636815920398,NA,NA
"140",2020-08-04,"MIWayneCounty",98,4852,2987,740,335,1238.30157337901,603.816789143245,1971.59113411044,NA,429.959583799123,834.914611005693,3040.54054054054,NA,29974.3495786002,NA,NA,112.24586733221,92.0907716335534,221.119193145965,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.06,15.2514427040396,11.2152661533311,NA,5.5,0,0,NA,4.64547677261614,NA,NA
"141",2020-08-05,"MIWayneCounty",91,4892,2994,741,335,1246.69464973663,608.794668691004,1976.21153516125,NA,432.109381718119,834.914611005693,3040.54054054054,NA,30414.0710883107,NA,NA,112.338098940536,92.2152186222474,221.119193145965,NA,23.6477771089518,0,0,NA,1392.45144741664,NA,NA,9.01,15.1471790678659,11.189044756179,NA,5.4726368159204,0,0,NA,4.57831325301205,NA,NA
"142",2020-08-06,"MIWayneCounty",87,4930,2997,743,335,1254.71879966096,613.523654261376,1978.19170704017,NA,432.109381718119,834.914611005693,3040.54054054054,NA,30633.931843166,NA,NA,112.707025373838,92.4641125996354,221.119193145965,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.98,15.0709939148073,11.1778445111778,NA,5.4726368159204,0,0,NA,4.66507177033493,NA,NA
"143",2020-08-07,"MIWayneCounty",103,4954,3004,743,335,1264.21865531849,616.510381990032,1982.81210809098,NA,432.109381718119,834.914611005693,3040.54054054054,NA,31146.9402711616,NA,NA,112.707025373838,92.4641125996354,221.119193145965,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.92,14.9979814291482,11.1517976031957,NA,5.4726368159204,0,0,NA,4.58823529411765,NA,NA
"144",2020-08-08,"MIWayneCounty",91,4987,3010,744,335,1272.61173167612,620.617132616934,1986.77245184882,NA,432.109381718119,834.914611005693,3040.54054054054,NA,31293.5141077318,NA,NA,112.799256982163,92.5885595883294,221.119193145965,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.86,14.9187888510126,11.1295681063123,NA,5.4726368159204,0,0,NA,4.56674473067916,NA,NA
"145",2020-08-09,"MIWayneCounty",41,4993,3012,744,335,1276.39322761746,621.363814549097,1988.09256643477,NA,432.109381718119,834.914611005693,3040.54054054054,NA,31366.8010260169,NA,NA,112.799256982163,92.5885595883294,221.119193145965,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.84,14.900861205688,11.1221779548473,NA,5.4726368159204,0,0,NA,4.55607476635514,NA,NA
"146",2020-08-10,"MIWayneCounty",103,5018,3025,746,335,1285.893083275,624.474989266447,1996.67331124342,NA,434.259179637114,834.914611005693,3040.54054054054,NA,31623.3052400147,NA,NA,112.983720198814,92.8374535657173,221.119193145965,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.79,14.8664806695895,11.0743801652893,NA,5.44554455445545,0,0,NA,4.51911935110081,NA,NA
"147",2020-08-11,"MIWayneCounty",85,5039,3032,748,335,1293.73276998267,627.088376029021,2001.29371229423,NA,436.40897755611,834.914611005693,3040.54054054054,NA,32136.3136680103,NA,NA,113.168183415466,93.0863475431053,221.119193145965,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.75,14.844215122048,11.0488126649077,NA,5.41871921182266,0,0,NA,4.44697833523375,NA,NA
"148",2020-08-12,"MIWayneCounty",105,5095,3039,749,335,1303.41708885685,634.057407395885,2005.91411334504,NA,438.558775475105,834.914611005693,3040.54054054054,NA,32649.3220960059,NA,NA,113.260415023791,93.2107945317993,221.119193145965,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.69,14.7006869479882,11.0233629483383,NA,5.3921568627451,0,0,NA,4.37710437710438,NA,NA
"149",2020-08-13,"MIWayneCounty",202,5157,3046,749,336,1322.04787373862,641.773120694912,2010.53451439585,NA,440.708573394101,834.914611005693,3040.54054054054,NA,33272.2609014291,NA,NA,113.352646632117,93.2107945317993,221.779250438938,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.57,14.5239480318014,11.0308601444517,NA,5.36585365853659,0,0,NA,4.29515418502203,NA,NA
"150",2020-08-14,"MIWayneCounty",115,5198,3050,750,337,1332.65450869606,646.875447231366,2013.17474356774,NA,447.157967151088,834.914611005693,3040.54054054054,NA,33748.6258702822,NA,NA,113.537109848768,93.3352415204933,222.439307731911,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.52,14.4286263947672,11.0491803278689,NA,5.28846153846154,0,0,NA,4.23452768729642,NA,NA
"151",2020-08-15,"MIWayneCounty",140,5223,3055,751,337,1345.56693386164,649.986621948715,2016.47503003261,NA,449.307765070083,872.865275142315,3040.54054054054,NA,34188.3473799927,NA,NA,113.629341457093,93.4596885091873,222.439307731911,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.44,14.3787095538962,11.0310965630115,NA,5.26315789473684,0,0,NA,4.18006430868167,NA,NA
"152",2020-08-16,"MIWayneCounty",67,5243,3060,751,337,1351.74645161945,652.475561722595,2019.77531649747,NA,451.457562989079,872.865275142315,3040.54054054054,NA,34554.7819714181,NA,NA,113.629341457093,93.4596885091873,222.439307731911,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.41,14.3238603852756,11.0130718954248,NA,5.23809523809524,0,0,NA,4.13573700954401,NA,NA
"153",2020-08-17,"MIWayneCounty",74,5272,3063,751,337,1358.57159063554,656.084524394721,2021.75548837639,NA,453.607360908075,872.865275142315,3040.54054054054,NA,35031.1469402712,NA,NA,113.629341457093,93.4596885091873,222.439307731911,NA,23.6477771089518,0,0,NA,1429.09490655918,NA,NA,8.36,14.2450682852807,11.0022853411688,NA,5.21327014218009,0,0,NA,4.07949790794979,NA,NA
"154",2020-08-18,"MIWayneCounty",96,6990,3748,808,357,1367.42582503479,869.884450970998,2473.89473406292,NA,655.688365293662,1328.27324478178,4054.05405405405,NA,33821.9127885672,NA,NA,113.998267890396,100.553166864745,235.640453591372,NA,25.7975750279474,0,0,NA,1062.66031513375,NA,NA,8.34,11.5593705293276,9.52508004268944,NA,3.9344262295082,0,0,NA,3.14192849404117,NA,NA
"155",2020-06-03,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2020-06-04,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2020-06-05,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2020-06-06,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2020-06-07,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2020-06-08,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2020-06-09,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2020-06-10,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2020-06-11,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2020-06-12,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2020-06-13,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2020-06-14,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2020-06-15,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2020-06-16,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2020-06-17,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2020-06-18,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2020-06-19,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2020-06-20,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2020-06-21,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2020-06-22,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2020-06-23,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2020-06-24,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2020-06-25,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2020-06-26,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2020-06-27,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2020-06-28,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2020-06-29,"MIWayneWITHDetroit",NA,4489,10245,805,1510,1248.62182082024,514.075522950741,1502.55852938459,NA,NA,NA,NA,NA,24302.3511316194,NA,NA,148.065553071395,92.187746931465,221.460554355366,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.8583185559042,17.9327244375139,14.738897022938,NA,NA,NA,NA,NA,7.68535262206148,NA,NA
"182",2020-06-30,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2020-07-01,"MIWayneWITHDetroit",NA,4517,10298,808,1514,1255.83206822824,517.282053278792,1510.33164817984,NA,NA,NA,NA,NA,24434.1902878488,NA,NA,148.519741884498,92.5313037523276,222.04720483048,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.8264014466546,17.8879787469559,14.7018838609439,NA,NA,NA,NA,NA,7.64388489208633,NA,NA
"184",2020-07-02,"MIWayneWITHDetroit",112,4547,10331,812,1516,1262.19071161168,520.717621487418,1515.17151459953,NA,NA,NA,NA,NA,24631.9490221929,NA,NA,148.860383494324,92.9893795134777,222.340530068037,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.7938107232818,17.8579283043765,14.6742812893234,NA,NA,NA,NA,NA,7.58251561106155,NA,NA
"185",2020-07-03,"MIWayneWITHDetroit",79,4566,10358,811,1517,1266.67582614106,522.893481352881,1519.13140530655,NA,NA,NA,NA,NA,24873.6541419468,NA,NA,148.860383494324,92.8748605731902,222.487192686815,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.7520505580207,17.7617170389838,14.6456844950763,NA,NA,NA,NA,NA,7.50883392226149,NA,NA
"186",2020-07-04,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2020-07-05,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2020-07-06,"MIWayneWITHDetroit",NA,4624,10427,816,1516,1278.54150888337,529.535579889558,1529.25112600226,NA,NA,NA,NA,NA,25159.3056471105,NA,NA,149.314572307427,93.4474552746279,222.340530068037,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.6785079928952,17.6470588235294,14.5391771362808,NA,NA,NA,NA,NA,7.4235807860262,NA,NA
"189",2020-07-07,"MIWayneWITHDetroit",85,4653,10465,816,1519,1283.36726502258,532.856629157896,1534.82430551583,NA,NA,NA,NA,NA,25291.1448033399,NA,NA,149.598440315616,93.4474552746279,222.780517924372,NA,NA,NA,NA,NA,1889.6945726214,NA,NA,11.6567131165671,17.5370728562218,14.5150501672241,NA,NA,NA,NA,NA,7.47176368375326,NA,NA
"190",2020-07-08,"MIWayneWITHDetroit",158,4683,10499,817,1520,1292.33749408135,536.292197366522,1539.8108345543,NA,NA,NA,NA,NA,25466.9303449791,NA,NA,149.655213917254,93.5619742149154,222.92718054315,NA,NA,NA,NA,NA,1889.6945726214,NA,NA,11.5801959319949,17.4460815716421,14.4775692923136,NA,NA,NA,NA,NA,7.42018981880932,NA,NA
"191",2020-07-09,"MIWayneWITHDetroit",122,4728,10536,817,1520,1299.26387348116,541.445549679461,1545.2373514491,NA,NA,NA,NA,NA,25752.5818501428,NA,NA,149.655213917254,93.5619742149154,222.92718054315,NA,NA,NA,NA,NA,1889.6945726214,NA,NA,11.5184618745903,17.2800338409475,14.4267274107821,NA,NA,NA,NA,NA,7.33788395904437,NA,NA
"192",2020-07-10,"MIWayneWITHDetroit",97,4756,10567,819,1526,1304.77091284003,544.652080007512,1549.78389263123,NA,NA,NA,NA,NA,25862.4478136673,NA,NA,150.109402730356,93.7910120954905,223.807156255821,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.5046558175964,17.2203532380151,14.4411848206681,NA,NA,NA,NA,NA,7.22175021240442,NA,NA
"193",2020-07-11,"MIWayneWITHDetroit",106,4779,10601,819,1532,1310.78891461364,547.286015634126,1554.7704216697,NA,NA,NA,NA,NA,26038.2333553065,NA,NA,150.450044340183,93.7910120954905,224.687131968491,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.477823977824,17.1374764595104,14.4514668427507,NA,NA,NA,NA,NA,7.17299578059072,NA,NA
"194",2020-07-12,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2020-07-13,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2020-07-14,"MIWayneWITHDetroit",NA,4857,10690,822,1532,1331.11386399997,556.218492976553,1567.82339474097,NA,NA,NA,NA,NA,26675.4559437486,NA,NA,150.620365145096,94.1345689163531,224.687131968491,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.3153629616992,16.9240271772699,14.3311506080449,NA,NA,NA,NA,NA,7.00164744645799,NA,NA
"197",2020-07-15,"MIWayneWITHDetroit",167,4889,10745,822,1531,1340.59505547349,559.883099065754,1575.88983877378,NA,NA,NA,NA,NA,27092.9466051417,NA,NA,150.563591543459,94.1345689163531,224.540469349713,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.2311015118791,16.8132542442217,14.2484876686831,NA,NA,NA,NA,NA,6.89375506893755,NA,NA
"198",2020-07-16,"MIWayneWITHDetroit",145,4929,10795,823,1536,1348.82722771097,564.463856677256,1583.2229697127,NA,NA,NA,NA,NA,27400.5713030103,NA,NA,150.904233153285,94.2490878566406,225.273782443605,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.1878104217527,16.6970988030026,14.2288096340899,NA,NA,NA,NA,NA,6.81635926222935,NA,NA
"199",2020-07-17,"MIWayneWITHDetroit",106,4962,10832,823,1536,1354.84522948458,568.242981706745,1588.6494866075,NA,NA,NA,NA,NA,27488.4640738299,NA,NA,150.961006754923,94.2490878566406,225.273782443605,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.14230640295,16.5860540104796,14.1802067946824,NA,NA,NA,NA,NA,6.79456434852118,NA,NA
"200",2020-07-18,"MIWayneWITHDetroit",133,5015,10871,824,1541,1362.3961185024,574.312485541984,1594.36932873986,NA,NA,NA,NA,NA,27730.1691935838,NA,NA,151.30164836475,94.3636067969281,226.007095537496,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.1055548610243,16.4307078763709,14.1753288565909,NA,NA,NA,NA,NA,6.73534072900159,NA,NA
"201",2020-07-19,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2020-07-20,"MIWayneWITHDetroit",NA,5051,10925,824,1541,1371.59344196773,578.435167392335,1602.28911015389,NA,NA,NA,NA,NA,27971.8743133377,NA,NA,151.30164836475,94.3636067969281,226.007095537496,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,11.0310857237468,16.3136012670758,14.1052631578947,NA,NA,NA,NA,NA,6.67714061272584,NA,NA
"203",2020-07-21,"MIWayneWITHDetroit",134,5090,10974,825,1541,1379.20110458719,582.901406063549,1609.47557847403,NA,NA,NA,NA,NA,28125.686662272,NA,NA,151.358421966388,94.4781257372157,226.007095537496,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,10.9743547523978,16.2082514734774,14.0422817568799,NA,NA,NA,NA,NA,6.640625,NA,NA
