"","Date_Date","Sheet.Name","Daily_New_Cases","Cases_White","Cases_Black","Deaths_White","Deaths_Black","cases_per_pop","cases_per_pop_white","cases_per_pop_black","cases_per_pop_latinx","cases_per_pop_asian","cases_per_pop_aian","cases_per_pop_hnpi","cases_per_pop_multi","cases_per_pop_other","cases_per_pop_hispanic","cases_per_pop_nonhispanic","deaths_per_pop","deaths_per_pop_white","deaths_per_pop_black","deaths_per_pop_latinx","deaths_per_pop_asian","deaths_per_pop_aian","deaths_per_pop_hnpi","deaths_per_pop_multi","deaths_per_pop_other","deaths_per_pop_hispanic","deaths_per_pop_nonhispanic","case_fatality","case_fatality_white","case_fatality_black","case_fatality_latinx","case_fatality_asian","case_fatality_aian","case_fatality_hnpi","case_fatality_multi","case_fatality_other","case_fatality_hispanic","case_fatality_nonhispanic"
"204",2020-07-22,"MIWayneWITHDetroit",112,5128,11001,826,1542,1385.55974797063,587.253125794475,1613.43546918105,NA,NA,NA,NA,NA,28169.6330476818,NA,NA,151.471969169663,94.5926446775032,226.153758156275,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,10.9321860274534,16.1076443057722,14.0169075538587,NA,NA,NA,NA,NA,6.63026521060842,NA,NA
"205",2020-07-23,"MIWayneWITHDetroit",112,5173,11038,829,1543,1391.91839135406,592.406478107414,1618.86198607585,NA,NA,NA,NA,NA,28411.3381674357,NA,NA,151.699063576215,94.9362014983658,226.300420775053,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,10.8985601827303,16.0255171080611,13.9789816995833,NA,NA,NA,NA,NA,6.5738592420727,NA,NA
"206",2020-07-24,"MIWayneWITHDetroit",106,5213,11057,829,1543,1397.93639312767,596.987235718915,1621.64857583264,NA,NA,NA,NA,NA,28631.0700944847,NA,NA,151.699063576215,94.9362014983658,226.300420775053,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,10.8516427730171,15.9025513140226,13.9549606584064,NA,NA,NA,NA,NA,6.52340752110514,NA,NA
"207",2020-07-25,"MIWayneWITHDetroit",37,5228,11075,832,1546,1400.03701638827,598.705019823229,1624.28850297065,NA,NA,NA,NA,NA,28609.0969017798,NA,NA,152.039705186041,95.2797583192284,226.740408631388,NA,NA,NA,NA,NA,1867.7213799165,NA,NA,10.8596918085969,15.9143075745983,13.9593679458239,NA,NA,NA,NA,NA,6.5284178187404,NA,NA
"208",2020-07-26,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2020-07-27,"MIWayneWITHDetroit",NA,5311,11136,832,1546,1418.03424810745,608.210091867094,1633.23492271613,NA,NA,NA,NA,NA,29158.4267194023,NA,NA,152.096478787679,95.2797583192284,226.740408631388,NA,NA,NA,NA,NA,1889.6945726214,NA,NA,10.7258677983745,15.6655996987385,13.8829022988506,NA,NA,NA,NA,NA,6.48078372268274,NA,NA
"210",2020-07-28,"MIWayneWITHDetroit",160,5361,11173,835,1550,1427.1180243695,613.936038881471,1638.66143961093,NA,NA,NA,NA,NA,29466.0514172709,NA,NA,152.550667600782,95.623315140091,227.327059106502,NA,NA,NA,NA,NA,1889.6945726214,NA,NA,10.6894219676175,15.5754523409812,13.8727289000269,NA,NA,NA,NA,NA,6.4131245339299,NA,NA
"211",2020-07-29,"MIWayneWITHDetroit",341,5415,11226,836,1551,1446.47782252799,620.120061656997,1646.43455840619,NA,NA,NA,NA,NA,29707.7565370248,NA,NA,152.720988405695,95.7378340803785,227.47372172528,NA,NA,NA,NA,NA,1889.6945726214,NA,NA,10.5581285815213,15.4385964912281,13.8161411010155,NA,NA,NA,NA,NA,6.36094674556213,NA,NA
"212",2020-07-30,"MIWayneWITHDetroit",164,5460,11271,837,1553,1455.78869319659,625.273413969937,1653.03437625122,NA,NA,NA,NA,NA,30059.3276203032,NA,NA,152.948082812246,95.8523530206661,227.767046962837,NA,NA,NA,NA,NA,1911.6677653263,NA,NA,10.506200764371,15.3296703296703,13.778724159347,NA,NA,NA,NA,NA,6.35964912280702,NA,NA
"213",2020-07-31,"MIWayneWITHDetroit",181,5502,11301,837,1553,1466.06471509303,630.083209462013,1657.43425481457,NA,NA,NA,NA,NA,30301.0327400571,NA,NA,153.004856413884,95.8523530206661,227.767046962837,NA,NA,NA,NA,NA,1911.6677653263,NA,NA,10.4364326375712,15.2126499454744,13.7421467126803,NA,NA,NA,NA,NA,6.30891950688905,NA,NA
"214",2020-08-01,"MIWayneWITHDetroit",113,5543,11326,842,1555,1472.48013207811,634.778486013802,1661.10082028403,NA,NA,NA,NA,NA,30608.6574379257,NA,NA,153.345498023711,96.4249477221038,228.060372200394,NA,NA,NA,NA,NA,1911.6677653263,NA,NA,10.4140962368908,15.1903301461303,13.7294720113014,NA,NA,NA,NA,NA,6.24551328068916,NA,NA
"215",2020-08-02,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2020-08-03,"MIWayneWITHDetroit",NA,5597,11365,842,1556,1484.45936202368,640.962508789329,1666.82066241638,NA,NA,NA,NA,NA,31004.1749066139,NA,NA,153.402271625349,96.4249477221038,228.207034819172,NA,NA,NA,NA,NA,1911.6677653263,NA,NA,10.3338815160439,15.0437734500625,13.6911570611527,NA,NA,NA,NA,NA,6.16583982990787,NA,NA
"217",2020-08-04,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2020-08-05,"MIWayneWITHDetroit",NA,5684,11403,847,1558,1498.53921522986,650.925656594344,1672.39384192996,NA,NA,NA,NA,NA,31795.2098439903,NA,NA,153.799686836813,96.9975424235414,228.500360056729,NA,NA,NA,NA,NA,1911.6677653263,NA,NA,10.2633074445918,14.9014778325123,13.6630711216347,NA,NA,NA,NA,NA,6.0124395300622,NA,NA
"219",2020-08-06,"MIWayneWITHDetroit",123,5725,11428,850,1560,1505.52236823131,655.620933146133,1676.06040739942,NA,NA,NA,NA,NA,32036.9149637442,NA,NA,154.14032844664,97.341099244404,228.793685294286,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,10.2383286824044,14.8471615720524,13.6506825341267,NA,NA,NA,NA,NA,6.03566529492455,NA,NA
"220",2020-08-07,"MIWayneWITHDetroit",142,5752,11444,850,1559,1513.58421966388,658.712944533896,1678.40700929988,NA,NA,NA,NA,NA,32454.4056251373,NA,NA,154.083554845002,97.341099244404,228.647022675507,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,10.1800450112528,14.7774687065369,13.6228591401608,NA,NA,NA,NA,NA,5.95802301963439,NA,NA
"221",2020-08-08,"MIWayneWITHDetroit",125,5790,11475,851,1561,1520.6809198686,663.064664264823,1682.95355048201,NA,NA,NA,NA,NA,32740.057130301,NA,NA,154.197102048278,97.4556181846916,228.940347913064,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,10.1400037334329,14.6977547495682,13.60348583878,NA,NA,NA,NA,NA,5.90604026845638,NA,NA
"222",2020-08-09,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2020-08-10,"MIWayneWITHDetroit",NA,5829,11504,853,1561,1531.01371536668,667.530902936037,1687.20676642658,NA,NA,NA,NA,NA,32981.7622500549,NA,NA,154.310649251554,97.6846560652666,228.940347913064,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,10.0789854266326,14.6337279121633,13.5691933240612,NA,NA,NA,NA,NA,5.86275816122585,NA,NA
"224",2020-08-11,"MIWayneWITHDetroit",110,5856,11521,855,1561,1537.25881154684,670.6229143238,1689.70003094581,NA,NA,NA,NA,NA,33597.0116457921,NA,NA,154.424196454829,97.9136939458417,228.940347913064,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,10.0454260073125,14.6004098360656,13.5491710788994,NA,NA,NA,NA,NA,5.75539568345324,NA,NA
"225",2020-08-12,"MIWayneWITHDetroit",134,5918,11547,857,1561,1544.86647416631,677.723088621627,1693.51325903405,NA,NA,NA,NA,NA,34058.448692595,NA,NA,154.537743658105,98.1427318264168,228.940347913064,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,10.0033074859432,14.4812436633998,13.5186628561531,NA,NA,NA,NA,NA,5.67741935483871,NA,NA
"226",2020-08-13,"MIWayneWITHDetroit",262,5987,11570,857,1563,1559.74115779541,685.624895501467,1696.88649926595,NA,NA,NA,NA,NA,34563.8321248077,NA,NA,154.708064463018,98.1427318264168,229.233673150621,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,9.91882939613439,14.3143477534658,13.5090751944685,NA,NA,NA,NA,NA,5.59440559440559,NA,NA
"227",2020-08-14,"MIWayneWITHDetroit",149,6035,11590,858,1564,1568.20042443945,691.121804635269,1699.81975164152,NA,NA,NA,NA,NA,34937.376400791,NA,NA,154.821611666294,98.2572507667043,229.380335769399,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,9.87256534646296,14.2170671085336,13.4943917169974,NA,NA,NA,NA,NA,5.53459119496855,NA,NA
"228",2020-08-15,"MIWayneWITHDetroit",165,6067,11608,859,1565,1577.56806870968,694.78641072447,1702.45967877953,NA,NA,NA,NA,NA,35245.0010986596,NA,NA,154.935158869569,98.3717697069918,229.526998388178,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,9.82113938172527,14.1585627163343,13.4820813232254,NA,NA,NA,NA,NA,5.48628428927681,NA,NA
"229",2020-08-16,"MIWayneWITHDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2020-08-17,"MIWayneWITHDetroit",NA,6123,11642,859,1567,1590.05826107,701.199471380572,1707.446207818,NA,NA,NA,NA,NA,35970.1164579213,NA,NA,155.048706072845,98.3717697069918,229.820323625735,NA,NA,NA,NA,NA,1933.6409580312,NA,NA,9.75113364516014,14.0290707169688,13.4598866174197,NA,NA,NA,NA,NA,5.37568723274282,NA,NA
"231",2020-08-18,"MIWayneWITHDetroit",109,7845,12333,916,1588,1596.24658364852,898.401086555705,1808.79007739386,NA,NA,NA,NA,NA,35354.8670621841,NA,NA,155.332574081034,104.899349303381,232.900238620081,NA,NA,NA,NA,NA,1713.9090309822,NA,NA,9.73111395646607,11.6762268961122,12.8760236763156,NA,NA,NA,NA,NA,4.84773151025482,NA,NA
